station,province,city,district
云霄,福建省,漳州市,云霄县
运城,山西省,运城市,[]
运城北,山西省,运城市,[]
枣强,河北省,衡水市,枣强县
枣阳,湖北省,襄阳市,枣阳市
枣庄,山东省,枣庄市,[]
枣庄东,山东省,枣庄市,[]
枣庄西,山东省,枣庄市,[]
枣子林,贵州省,遵义市,习水县
曾家坪子,云南省,曲靖市,宣威市
扎兰屯,内蒙古自治区,呼伦贝尔市,扎兰屯市
扎鲁特,内蒙古自治区,通辽市,扎鲁特旗
扎罗木得,内蒙古自治区,呼伦贝尔市,海拉尔区
扎音河,黑龙江省,绥化市,海伦市
扎赉诺尔,内蒙古自治区,呼伦贝尔市,扎赉诺尔区
扎赉诺尔西,内蒙古自治区,呼伦贝尔市,扎赉诺尔区
湛江,广东省,湛江市,[]
湛江西,广东省,湛江市,[]
樟木头,香港特别行政区,香港特别行政区,沙田區
樟木头东,湖南省,常德市,临澧县
樟树,江西省,宜春市,樟树市
樟树东,江西省,宜春市,樟树市
章党,辽宁省,抚顺市,抚顺县
章丘北,山东省,济南市,章丘区
彰武,辽宁省,阜新市,彰武县
漳平西,福建省,龙岩市,漳平市
漳浦,福建省,漳州市,漳浦县
漳县,甘肃省,定西市,漳县
漳州,福建省,漳州市,[]
张百湾,河北省,承德市,滦平县
张家川,甘肃省,天水市,张家川回族自治县
张家界,湖南省,张家界市,[]
张家界西,湖南省,张家界市,[]
张家口,河北省,张家口市,[]
张兰,安徽省,亳州市,利辛县
张桥,江苏省,泰州市,泰兴市
张三营,广东省,梅州市,大埔县
张台子,辽宁省,锦州市,凌海市
张维屯,吉林省,长春市,农安县
张辛,北京市,北京市,顺义区
张掖,甘肃省,张掖市,[]
张掖西,甘肃省,张掖市,[]
招柏,山西省,大同市,灵丘县
昭山,湖南省,湘潭市,岳塘区
昭通,云南省,昭通市,[]
昭通北,云南省,昭通市,[]
昭通南,云南省,昭通市,[]
赵城,山西省,长治市,平顺县
赵光,黑龙江省,黑河市,北安市
赵庄,安徽省,亳州市,蒙城县
照福铺,云南省,曲靖市,马龙县
肇东,黑龙江省,绥化市,肇东市
肇庆,广东省,肇庆市,[]
肇庆东,广东省,肇庆市,[]
枕头峰,吉林省,延边朝鲜族自治州,安图县
镇安,陕西省,商洛市,镇安县
镇城底,山西省,太原市,古交市
镇江,江苏省,镇江市,[]
镇江南,江苏省,镇江市,京口区
镇西,辽宁省,铁岭市,铁岭县
镇远,贵州省,黔东南苗族侗族自治州,镇远县
镇紫街,重庆市,重庆市,綦江区
镇赉,吉林省,白城市,镇赉县
正定,河北省,石家庄市,正定县
正定机场,河北省,石家庄市,正定县
正镶白旗,内蒙古自治区,锡林郭勒盟,正镶白旗
郑州,河南省,郑州市,[]
郑州东,河南省,郑州市,[]
郑州西,河南省,郑州市,[]
枝城,湖北省,宜昌市,宜都市
枝江北,湖北省,宜昌市,枝江市
织金,贵州省,毕节市,织金县
纸坊东,湖北省,武汉市,江夏区
治安,黑龙江省,齐齐哈尔市,克东县
中川机场,甘肃省,兰州市,永登县
中和,黑龙江省,哈尔滨市,延寿县
中宁,宁夏回族自治区,中卫市,中宁县
中宁东,宁夏回族自治区,中卫市,中宁县
中宁南,宁夏回族自治区,中卫市,中宁县
中山,广东省,中山市,[]
中山北,广东省,中山市,[]
中台子,内蒙古自治区,赤峰市,松山区
中堂,浙江省,宁波市,奉化市
中卫,宁夏回族自治区,中卫市,[]
中卫南,宁夏回族自治区,中卫市,[]
中兴,四川省,巴中市,巴州区
中寨,广东省,汕头市,潮阳区
中嘴,青海省,西宁市,大通回族土族自治县
忠工屯,内蒙古自治区,呼伦贝尔市,牙克石市
钟家村,湖北省,武汉市,汉阳区
钟山西,广西壮族自治区,贺州市,钟山县
钟祥,湖北省,荆门市,钟祥市
重庆,重庆市,重庆市,[]
重庆北,重庆市,重庆市,[]
重庆南,重庆市,重庆市,[]
重庆西,重庆市,重庆市,[]
仲恺,广东省,广州市,白云区
周家,浙江省,绍兴市,新昌县
周口,河南省,周口市,[]
周口东,河南省,周口市,[]
珠海,广东省,珠海市,[]
珠海北,广东省,珠海市,[]
珠琳,江西省,鹰潭市,余江县
珠斯花,内蒙古自治区,通辽市,霍林郭勒市
株洲,湖南省,株洲市,[]
株洲西,湖南省,株洲市,[]
朱家沟,宁夏回族自治区,中卫市,中宁县
朱家窑,吉林省,松原市,长岭县
朱日和,内蒙古自治区,锡林郭勒盟,苏尼特右旗
朱砂古镇,河南省,开封市,通许县
朱石寨,贵州省,黔南布依族苗族自治州,独山县
朱杨溪,重庆市,重庆市,江津区
诸城,山东省,潍坊市,诸城市
诸暨,浙江省,绍兴市,诸暨市
驻马店,河南省,驻马店市,[]
驻马店西,河南省,驻马店市,[]
庄河北,辽宁省,大连市,庄河市
庄桥,浙江省,宁波市,江北区
卓资东,内蒙古自治区,乌兰察布市,卓资县
卓资山,内蒙古自治区,乌兰察布市,卓资县
资溪,江西省,抚州市,资溪县
资阳北,四川省,资阳市,[]
资中北,四川省,内江市,资中县
淄博,山东省,淄博市,[]
淄博北,山东省,淄博市,[]
紫荆关,河北省,保定市,易县
紫阳,陕西省,安康市,紫阳县
子长,陕西省,延安市,子长县
子洲,陕西省,榆林市,子洲县
自贡,四川省,自贡市,[]
邹城,山东省,济宁市,邹城市
邹平,山东省,滨州市,邹平县
遵义,贵州省,遵义市,[]
遵义南,贵州省,遵义市,[]
左家,江西省,吉安市,安福县
左岭,湖北省,武汉市,洪山区
柞水,陕西省,商洛市,柞水县
攸县南,湖南省,株洲市,攸县
佟家,黑龙江省,哈尔滨市,呼兰区
倭肯,黑龙江省,哈尔滨市,依兰县
偃师,河南省,洛阳市,偃师市
兖州,山东省,济宁市,兖州区
亳州,安徽省,亳州市,[]
亳州南,安徽省,亳州市,[]
讷尔克气,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗
讷河,黑龙江省,齐齐哈尔市,讷河市
诏安,福建省,漳州市,诏安县
邛崃,四川省,成都市,邛崃市
邳州,江苏省,徐州市,邳州市
郏县,河南省,平顶山市,郏县
郓城,山东省,菏泽市,郓城县
郫县,四川省,成都市,郫都区
郫县西,四川省,成都市,郫都区
郯城,山东省,临沂市,郯城县
鄱阳,江西省,上饶市,鄱阳县
鄯善,新疆维吾尔自治区,吐鲁番市,鄯善县
鄯善北,新疆维吾尔自治区,吐鲁番市,鄯善县
芨岭,甘肃省,金昌市,金川区
芙蓉南,湖南省,长沙市,芙蓉区
芷江,湖南省,怀化市,鹤城区
莒南,山东省,临沂市,莒南县
莒县,山东省,日照市,莒县
蔺家楼,山东省,莱芜市,莱城区
蕲春,湖北省,黄冈市,蕲春县
藁城,河北省,石家庄市,藁城区
藁城南,河北省,石家庄市,藁城区
弋江,安徽省,芜湖市,弋江区
弋阳,江西省,上饶市,弋阳县
岐山,陕西省,宝鸡市,岐山县
岑溪,广西壮族自治区,梧州市,岑溪市
岚山西,山东省,日照市,岚山区
岚县,山西省,吕梁市,岚县
岢岚,山西省,忻州市,岢岚县
岫岩,辽宁省,鞍山市,岫岩满族自治县
岱岳,山东省,泰安市,岱岳区
岷县,甘肃省,定西市,岷县
嵯岗,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
嵩明,云南省,昆明市,嵩明县
衢州,浙江省,衢州市,[]
阆中,四川省,南充市,阆中市
汨罗,湖南省,岳阳市,汨罗市
汨罗东,湖南省,岳阳市,汨罗市
泔溪,重庆市,重庆市,酉阳土家族苗族自治县
沭阳,江苏省,宿迁市,沭阳县
泗水,山东省,济宁市,任城区
泗水南,山东省,济宁市,任城区
泗县,安徽省,宿州市,泗县
泗阳,江苏省,宿迁市,泗阳县
泾川,甘肃省,平凉市,泾川县
泾县,安徽省,宣城市,泾县
洮南,吉林省,白城市,洮南市
涞源,河北省,保定市,涞源县
浠水,湖北省,黄冈市,浠水县
涿州,河北省,保定市,涿州市
涿州东,河北省,保定市,涿州市
渑池,河南省,三门峡市,渑池县
渑池南,河南省,三门峡市,渑池县
湟源,青海省,西宁市,湟源县
溆浦,湖南省,怀化市,溆浦县
溆浦南,湖南省,怀化市,溆浦县
溧水,江苏省,南京市,溧水区
溧阳,江苏省,常州市,溧阳市
潢川,河南省,信阳市,潢川县
漯河,河南省,漯河市,[]
漯河西,河南省,漯河市,[]
潼关,陕西省,渭南市,潼关县
潼南,重庆市,重庆市,潼南区
濑湍,广西壮族自治区,崇左市,江州区
澧县,湖南省,常德市,澧县
濮阳,河南省,濮阳市,[]
寮步,广东省,东莞市,[]
迤那,云南省,曲靖市,宣威市
迤资,云南省,楚雄彝族自治州,永仁县
婺源,江西省,上饶市,婺源县
缙云,浙江省,丽水市,缙云县
缙云西,浙江省,丽水市,缙云县
珞璜南,重庆市,重庆市,江津区
璧山,重庆市,重庆市,璧山区
桦林,黑龙江省,双鸭山市,饶河县
桦南,黑龙江省,佳木斯市,桦南县
桦皮厂,吉林省,长春市,农安县
榕江,贵州省,黔东南苗族侗族自治州,榕江县
轸溪,四川省,乐山市,沙湾区
晏城,山东省,德州市,齐河县
贲红,内蒙古自治区,乌兰察布市,兴和县
犍为,四川省,乐山市,犍为县
氡泉,吉林省,白山市,江源区
虢镇,江苏省,南京市,江宁区
滕州,山东省,枣庄市,滕州市
滕州东,山东省,枣庄市,滕州市
歙县,安徽省,黄山市,歙县
歙县北,安徽省,黄山市,歙县
旌德,安徽省,宣城市,旌德县
砀山,安徽省,宿州市,砀山县
砀山南,安徽省,宿州市,砀山县
砬子河,吉林省,白山市,抚松县
睢宁,江苏省,徐州市,睢宁县
稷山,山西省,运城市,稷山县
褚家湾,新疆维吾尔自治区,昌吉回族自治州,阜康市
耒阳,湖南省,衡阳市,耒阳市
耒阳西,湖南省,衡阳市,耒阳市
颍上,安徽省,阜阳市,颍上县
蛟河,吉林省,吉林市,蛟河市
蛟河西,吉林省,吉林市,蛟河市
綦江,重庆市,重庆市,綦江区
綦江东,重庆市,重庆市,綦江区
醴陵,湖南省,株洲市,醴陵市
醴陵东,湖南省,株洲市,醴陵市
鲅鱼圈,辽宁省,营口市,鲅鱼圈区
鲘门,广东省,汕尾市,海丰县
安江东,浙江省,宁波市,鄞州区
白沙铺,海南省,[],白沙黎族自治县
白沙沱,海南省,[],白沙黎族自治县
册亨,贵州省,黔西南布依族苗族自治州,册亨县
常平南,广西壮族自治区,贵港市,平南县
长临河,内蒙古自治区,巴彦淖尔市,临河区
长汀镇,福建省,龙岩市,长汀县
长武,陕西省,咸阳市,长武县
朝阳湖,辽宁省,朝阳市,双塔区
朝阳镇,辽宁省,朝阳市,双塔区
大田边,福建省,三明市,大田县
东营子,山东省,东营市,东营区
都昌,江西省,九江市,都昌县
敦煌,甘肃省,酒泉市,敦煌市
抚宁,河北省,秦皇岛市,抚宁区
皋兰,甘肃省,兰州市,皋兰县
光山,河南省,信阳市,光山县
广德号,安徽省,宣城市,广德县
广南卫,云南省,文山壮族苗族自治州,广南县
和龙,吉林省,延边朝鲜族自治州,和龙市
鹤庆,云南省,大理白族自治州,鹤庆县
贺胜桥东,河北省,张家口市,宣化区
横沟桥东,河北省,张家口市,宣化区
霍尔果斯,新疆维吾尔自治区,伊犁哈萨克自治州,霍尔果斯市
建昌,辽宁省,葫芦岛市,建昌县
建湖,江苏省,盐城市,建湖县
金口河,四川省,乐山市,金口河区
金银川,宁夏回族自治区,银川市,金凤区
军粮城北,青海省,西宁市,城北区
口头,湖南省,永州市,道县
老城镇,河南省,洛阳市,西工区
连山关,广东省,清远市,连山壮族瑶族自治县
临江溪,吉林省,白山市,临江市
六合镇,江苏省,南京市,玄武区
六盘山,辽宁省,盘锦市,双台子区
隆安东,广西壮族自治区,南宁市,隆安县
南堡北,河南省,郑州市,金水区
南城司,江西省,抚州市,南城县
南丰,江西省,抚州市,南丰县
磐安镇,浙江省,金华市,磐安县
平安,青海省,海东市,平安区
平原堡,山东省,德州市,平原县
黔西,贵州省,毕节市,黔西县
桥西,河北省,张家口市,万全区
上高镇,江西省,宜春市,上高县
邵东,湖南省,邵阳市,邵东县
松江河,上海市,上海市,松江区
太阳山,广东省,清远市,阳山县
唐海南,海南省,海口市,秀英区
天桥,山东省,济南市,天桥区
天桥沟,山东省,济南市,天桥区
通道,湖南省,怀化市,通道侗族自治县
苇河西,天津市,天津市,红桥区
渭南镇,陕西省,渭南市,临渭区
五莲,山东省,日照市,五莲县
西林,广西壮族自治区,百色市,西林县
项城,河南省,周口市,项城市
小南海,广东省,佛山市,南海区
新固镇,安徽省,蚌埠市,固镇县
盐津,云南省,昭通市,盐津县
阳东,广东省,阳江市,阳东区
阳泉曲,山西省,阳泉市,城区
永安乡,福建省,三明市,永安市
镇平,河南省,南阳市,镇平县
畲江北,重庆市,重庆市,涪陵区
阿里河,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗
阿龙山,内蒙古自治区,呼伦贝尔市,根河市
安庆沟,内蒙古自治区,赤峰市,松山区
八方山,湖南省,长沙市,岳麓区
巴彦高勒,内蒙古自治区,兴安盟,扎赉特旗
巴彦郭勒,内蒙古自治区,锡林郭勒盟,锡林浩特市
白水江,陕西省,汉中市,略阳县
白水镇,云南省,曲靖市,沾益区
保康,湖北省,襄阳市,保康县
宝龙山,内蒙古自治区,通辽市,科尔沁左翼中旗
宝清,黑龙江省,双鸭山市,宝清县
北票,辽宁省,朝阳市,北票市
碧江,贵州省,铜仁市,碧江区
彬州,山东省,滨州市,滨城区
草河口,辽宁省,本溪市,本溪满族自治县
常村,山西省,长治市,潞城区
朝阳地,河北省,承德市,围场满族蒙古族自治县
大红旗,辽宁省,沈阳市,新民市
大乌苏,黑龙江省,大兴安岭地区,呼玛县
大竹园,陕西省,安康市,汉滨区
丹霞山,广东省,韶关市,仁化县
登沙河,辽宁省,大连市,金州区
东二道河,内蒙古自治区,呼和浩特市,玉泉区
东明村,内蒙古自治区,通辽市,奈曼旗
东阳关,山西省,长治市,黎城县
对青山,黑龙江省,哈尔滨市,松北区
额敏,新疆维吾尔自治区,塔城地区,额敏县
二道沟门,河北省,承德市,滦平县
二道桥,新疆维吾尔自治区,乌鲁木齐市,天山区
二道沙河,内蒙古自治区,包头市,九原区
二道湾,新疆维吾尔自治区,乌鲁木齐市,天山区
二龙山屯,黑龙江省,黑河市,五大连池市
凤凰机场,海南省,三亚市,天涯区
凤台南,安徽省,淮南市,凤台县
佛坪,陕西省,汉中市,佛坪县
福山口,广东省,佛山市,禅城区
高台子,内蒙古自治区,呼伦贝尔市,扎兰屯市
共和,青海省,海南藏族自治州,共和县
古城镇,黑龙江省,牡丹江市,林口县
古城子,辽宁省,沈阳市,浑南区
古浪,甘肃省,武威市,古浪县
谷城北,湖北省,襄阳市,谷城县
灌云,江苏省,连云港市,灌云县
海北,青海省,海北藏族自治州,海晏县
黑山寺,北京市,北京市,密云区
红旗营,黑龙江省,齐齐哈尔市,昂昂溪区
红兴隆,黑龙江省,双鸭山市,友谊县
怀安,河北省,张家口市,怀安县
怀来,河北省,张家口市,怀来县
霍城,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县
吉水西,江西省,吉安市,吉水县
吉新河,黑龙江省,齐齐哈尔市,碾子山区
蓟州,天津市,天津市,北辰区
蓟州北,天津市,天津市,蓟州区
建三江,黑龙江省,佳木斯市,富锦市
九龙塘,香港特别行政区,香港特别行政区,九龙城区
凯北,黑龙江省,鸡西市,虎林市
莲花山,广东省,广州市,番禺区
莲江口,黑龙江省,佳木斯市,郊区
连珠山,黑龙江省,鸡西市,密山市
龙泉寺,四川省,成都市,龙泉驿区
龙山镇,福建省,漳州市,南靖县
麓谷,湖南省,长沙市,岳麓区
帽儿山西,黑龙江省,哈尔滨市,尚志市
梅花山,江苏省,南京市,玄武区
明水河,内蒙古自治区,兴安盟,阿尔山市
南江口,广东省,云浮市,郁南县
南阳寨,河南省,郑州市,惠济区
平河口,云南省,曲靖市,沾益区
蒲江,四川省,成都市,蒲江县
普洱渡,云南省,昭通市,盐津县
清河,河南省,南阳市,方城县
清水,甘肃省,天水市,清水县
清水北,甘肃省,酒泉市,肃州区
曲江,广东省,韶关市,曲江区
赛乌苏,内蒙古自治区,锡林郭勒盟,二连浩特市
三江口,辽宁省,铁岭市,昌图县
三元坝,贵州省,遵义市,桐梓县
桑植,湖南省,张家界市,桑植县
山城镇,吉林省,通化市,梅河口市
石门村,内蒙古自治区,包头市,昆都仑区
石门坎,江苏省,南京市,秦淮区
石门子,内蒙古自治区,呼伦贝尔市,牙克石市
疏勒河,甘肃省,酒泉市,瓜州县
双河镇,四川省,绵阳市,江油市
双龙湖,重庆市,重庆市,合川区
双龙山,黑龙江省,佳木斯市,富锦市
松山湖北,广东省,东莞市,东莞市
宿松,安徽省,安庆市,宿松县
汤山城,辽宁省,丹东市,振安区
天柱山,安徽省,安庆市,潜山市
铁西,四川省,凉山彝族自治州,越西县
通榆,吉林省,白城市,通榆县
铜鼓溪,江西省,宜春市,铜鼓县
托克托东,内蒙古自治区,呼和浩特市,托克托县
弯坵,四川省,攀枝花市,米易县
威宁,云南省,昭通市,彝良县
温泉寺,辽宁省,本溪市,本溪满族自治县
乌兰哈达,黑龙江省,哈尔滨市,南岗区
乌兰胡同,内蒙古自治区,包头市,达尔罕茂明安联合旗
乌兰花,内蒙古自治区,锡林郭勒盟,苏尼特右旗
乌龙泉南,湖北省,武汉市,江夏区
乌伊岭,黑龙江省,伊春市,汤旺县
武当山西,湖北省,十堰市,丹江口市
西平西,河南省,驻马店市,西平县
下城子,黑龙江省,牡丹江市,穆棱市
小金口,广东省,惠州市,惠城区
孝南,湖北省,孝感市,孝南区
新安庄,内蒙古自治区,乌兰察布市,丰镇市
新干东,广东省,广州市,海珠区
新华,黑龙江省,鹤岗市,东山区
新华屯,黑龙江省,大庆市,大同区
新平坝,云南省,文山壮族苗族自治州,文山市
兴安岭,内蒙古自治区,呼伦贝尔市,牙克石市
兴隆店,辽宁省,沈阳市,新民市
崖州,海南省,三亚市,崖州区
亚龙湾,海南省,三亚市,吉阳区
延平,福建省,南平市,延平区
延平东,福建省,南平市,延平区
延平西,福建省,南平市,延平区
阳高南,山西省,大同市,阳高县
阳明堡,山西省,忻州市,代县
彝良南,云南省,昭通市,彝良县
银瓶,广东省,东莞市,东莞市
英吉沙,新疆维吾尔自治区,喀什地区,英吉沙县
永定,福建省,龙岩市,永定区
永丰营,云南省,昆明市,宜良县
永仁,云南省,楚雄彝族自治州,永仁县
永胜,云南省,丽江市,永胜县
榆树川,吉林省,长春市,榆树市
榆树屯,黑龙江省,齐齐哈尔市,昂昂溪区
榆中,甘肃省,兰州市,榆中县
玉泉,浙江省,杭州市,西湖区
元谋西,云南省,楚雄彝族自治州,元谋县
云南驿,云南省,大理白族自治州,祥云县
泽普,新疆维吾尔自治区,喀什地区,泽普县
镇雄,云南省,昭通市,镇雄县
准东,新疆维吾尔自治区,昌吉回族自治州,阜康市
准格尔,内蒙古自治区,鄂尔多斯市,准格尔旗
鄢陵,河南省,许昌市,鄢陵县
莒南北,山东省,临沂市,莒南县
鄠邑,陕西省,西安市,鄠邑区
珲春,吉林省,延边朝鲜族自治州,珲春市
颍上北,安徽省,阜阳市,颍上县
福海西,新疆维吾尔自治区,阿勒泰地区,福海县
永和,广东省,广州市,增城区
